Haltestelle;Name;Kurzname;Haltestellenbereich;XKoordinate;YKoordinate;Betriebsbereich;Linien
74333;Urfeld;URF;743;7.01063;50.8042;BUS;
74422;Rheinauhafen;RHA;744;6.96556;50.92504;BUS;133
74423;Rheinauhafen;RHA;744;6.96543;50.92487;BUS;133
74521;Flughafen Personalparkplatz;LFK;745;7.11617;50.87537;BUS;161
74621;Johannesstr.;JOH;746;6.8777;50.99871;BUS;122 123
74721;Mozartstr.;MOZ;747;6.87438;51.0009;BUS;122
74821;Kapellenweg;KAP;748;6.87696;51.00121;BUS;122
74921;Friedhof Worringen;FHW;749;6.85985;51.06289;BUS;120 123
75022;Nippes S-Bahn;BFN;750;6.94146;50.95839;BUS;127 142
75023;Nippes S-Bahn;BFN;750;6.94118;50.95847;BUS;127 142
75121;Ramrather Weg;RRW;751;6.85178;51.06659;BUS;120
75122;Ramrather Weg;RRW;751;6.85187;51.06651;BUS;120 123
75211;Dom/Hbf;DOM;752;6.95763;50.94182;STRAB;5 16 18
75212;Dom/Hbf;DOM;752;6.95671;50.94179;STRAB;5 16 18
75221;Dom/Hbf;DOM;752;6.95541;50.94164;BUS;172 173
75222;Dom/Hbf;DOM;752;6.95541;50.94164;BUS;172 173
75421;Auf der Freiheit;ADF;754;6.92338;50.85697;BUS;132
75521;Franz-Liszt-Str.;FRL;755;6.90001;50.95236;BUS;139
75522;Franz-Liszt-Str.;FRL;755;6.9003;50.95239;BUS;139
75523;Franz-Liszt-Str.;FRL;755;6.8992;50.95302;BUS;140
75524;Franz-Liszt-Str.;FRL;755;6.8996;50.95303;BUS;140
75621;Innere Kanalstr.;IKS;756;6.92298;50.94094;BUS;142
75622;Innere Kanalstr.;IKS;756;6.92354;50.94063;BUS;142
75721;Zündorf Groov;ZMA;757;7.04477;50.86851;BUS;117
75821;Zündorf Kirche;ZUK;758;7.04156;50.86634;BUS;117
75921;Zündorf St.-Martin-Str.;ZUA;759;7.03684;50.86308;BUS;117
76021;Zündorf Mitte;ZUM;760;7.04533;50.8664;BUS;117
76121;Zündorf Olefsgasse;ZUO;761;7.04118;50.8635;BUS;117
76221;Zündorf Ranzeler Str.;ZUR;762;7.03705;50.86064;BUS;117
76321;Oberzündorf;OZD;763;7.03242;50.86001;BUS;117
76322;Oberzündorf;OZD;763;7.03418;50.85992;BUS;117
76331;Oberzündorf;OZD;763;7.0341;50.86098;BUS;
76332;Oberzündorf;OZD;763;7.03449;50.85866;BUS;
76421;Porz-Langel Nord;LAN;764;7.02505;50.85608;BUS;117
76422;Porz-Langel Nord;LAN;764;7.02541;50.85624;BUS;117
76431;Porz-Langel Nord;LAN;764;7.02572;50.85643;BUS;
76432;Porz-Langel Nord;LAN;764;7.0252;50.85656;BUS;
76521;Porz-Langel Mühle;LAM;765;7.01828;50.85278;BUS;117
76522;Porz-Langel Mühle;LAM;765;7.01826;50.85269;BUS;117
76621;Porz-Langel Zur Eiche;LAE;766;7.00959;50.84859;BUS;117
76622;Porz-Langel Zur Eiche;LAE;766;7.00977;50.84867;BUS;117
76721;Porz-Langel Kirche;LGK;767;7.00753;50.84462;BUS;117
76722;Porz-Langel Kirche;LGK;767;7.00768;50.84498;BUS;117
76733;Porz-Langel Kirche;LGK;767;7.00768;50.84498;BUS;
76821;Schadowstr.;SCA;768;6.92745;50.95351;BUS;142
76822;Schadowstr.;SCA;768;6.9278;50.95374;BUS;142
76921;Methweg;MET;769;6.9357;50.95678;BUS;142
76922;Methweg;MET;769;6.93552;50.95684;BUS;142
77021;Schirmerstr.;SCI;770;6.92993;50.95449;BUS;142
77022;Schirmerstr.;SCI;770;6.92959;50.95446;BUS;142
77121;Mechternstr.;MEC;771;6.91874;50.94265;BUS;142
77122;Mechternstr.;MEC;771;6.91869;50.94259;BUS;142
77221;Pettenkoferstr.;PTT;772;6.93401;50.9561;BUS;142
77222;Pettenkoferstr.;PTT;772;6.93381;50.95621;BUS;142
77321;Mülhauser Str.;MHA;773;6.92981;50.97505;BUS;121 140
77322;Mülhauser Str.;MHA;773;6.92943;50.97496;BUS;121 140
77421;Escher See;EHS;774;6.8689;51.00709;BUS;125
77422;Escher See;EHS;774;6.86905;51.00673;BUS;125
77521;Am Braunsacker;ABR;775;6.86219;51.01175;BUS;125
77522;Am Braunsacker;ABR;775;6.86123;51.01224;BUS;125
77721;Reiherstr.;REH;777;6.96006;50.87572;BUS;131 132
77722;Reiherstr.;REH;777;6.96006;50.87572;BUS;131 132
77821;Stolberger Str.;SBS;778;6.90491;50.94194;BUS;140
77822;Stolberger Str.;SBS;778;6.90485;50.94203;BUS;140
77921;Buchforst S-Bahn;BFO;779;7.00444;50.95344;BUS;159 171
77922;Buchforst S-Bahn;BFO;779;7.00434;50.95333;BUS;159 171
78021;Rodenkirchen Bismarckstr.;BCK;780;7.00851;50.89067;BUS;135
78121;Gewerbegebiet Pesch Nord;GPN;781;6.87462;51.00455;BUS;125
78122;Gewerbegebiet Pesch Nord;GPN;781;6.87431;51.00479;BUS;125
78221;Sibille-Hartmann-Str.;SIB;782;6.94445;50.91387;BUS;142
78222;Sibille-Hartmann-Str.;SIB;782;6.94445;50.91387;BUS;142
78321;Bonntor;BON;783;6.96201;50.91454;BUS;106
78322;Bonntor;BON;783;6.96253;50.91428;BUS;106
78621;Indianapolis-Str.;INS;786;6.84156;50.96818;BUS;145
78622;Indianapolis-Str.;INS;786;6.84177;50.96816;BUS;145
78721;Am Schildchen;ASN;787;7.06984;50.94562;BUS;187
78722;Am Schildchen;ASN;787;7.06984;50.94562;BUS;187
78821;August-Horch-Str.;AHO;788;7.05104;50.90923;BUS;152
78822;August-Horch-Str.;AHO;788;7.05082;50.90917;BUS;152
78921;Trifelsstr.;TRS;789;6.93397;50.97271;BUS;121
78922;Trifelsstr.;TRS;789;6.93402;50.97261;BUS;121
79021;Edmund-Rumpler-Str.;HAW;790;7.05444;50.91195;BUS;152
79022;Edmund-Rumpler-Str.;HAW;790;7.05428;50.91192;BUS;152
79121;Weiden Einkaufszentrum;EKC;791;6.83547;50.93807;BUS;141 143 145 148 149
79221;Cheruskerstr.;CHE;792;7.05525;50.90055;BUS;152
79222;Cheruskerstr.;CHE;792;7.05503;50.90085;BUS;152
79321;Im Wichemshof;IWH;793;6.85026;51.04356;BUS;120
79421;Dünnwald Waldbad;PBW;794;7.05455;50.99858;BUS;154
79422;Dünnwald Waldbad;PBW;794;7.05455;50.99858;BUS;154
79521;Im Wirtskamp;IWK;795;7.05174;50.99811;BUS;154
79522;Im Wirtskamp;IWK;795;7.05179;50.99816;BUS;154
79921;TÜV-Akademie;TAK;799;6.99415;50.92456;BUS;196
80021;Mülheimer Ring;MHR;800;7.02069;50.96455;BUS;159
80022;Mülheimer Ring;MHR;800;7.02229;50.96495;BUS;159
80121;Imbacher Weg;IMB;801;7.04081;50.99414;BUS;154 155 157
80122;Imbacher Weg;IMB;801;7.04079;50.99408;BUS;154 155 157
80211;Bf Deutz/Messe;BDM;802;6.97841;50.93963;STRAB;1 9
80212;Bf Deutz/Messe;BDM;802;6.97741;50.93987;STRAB;1 9
80221;Bf Deutz/Messe;BDM;802;6.97759;50.93958;BUS;150
80222;Bf Deutz/Messe;BDM;802;6.9762;50.93983;BUS;150
80421;Zur Abtei;ZAB;804;6.8323;50.95965;BUS;148 149 172
80422;Zur Abtei;ZAB;804;6.83189;50.95976;BUS;148 149 172
80521;Talweg;TAW;805;7.05301;50.90361;BUS;152
80522;Talweg;TAW;805;7.05289;50.90373;BUS;152
80621;Thermalbad;TBS;806;6.98081;50.95064;BUS;150
80721;Zum Neuen Kreuz;ZNK;807;6.83622;50.96113;BUS;148 149 172
80722;Zum Neuen Kreuz;ZNK;807;6.83602;50.96128;BUS;148 149 172
80821;Rosmarinweg;ROW;808;6.84073;50.96294;BUS;148 149 172
80822;Rosmarinweg;ROW;808;6.8405;50.96306;BUS;148 149 172
80921;Palmenhof;PAM;809;6.84251;50.96511;BUS;148 149 172
80922;Palmenhof;PAM;809;6.84249;50.965;BUS;148 149 172
81021;Arenzhof;ARH;810;6.90256;51.03908;BUS;120
81022;Arenzhof;ARH;810;6.90246;51.0391;BUS;120 123
81121;Weilerweg;WLW;811;6.88667;51.01989;BUS;125 126
81122;Weilerweg;WLW;811;6.88651;51.01991;BUS;125 126
81221;Arthur-Hantzsch-Str.;AHS;812;6.98964;50.99991;BUS;151 152 156
81222;Arthur-Hantzsch-Str.;AHS;812;6.98945;51.00009;BUS;151 152
81321;Stammheim S-Bahn;BFS;813;7.00044;50.98981;BUS;151 152 153 155
81322;Stammheim S-Bahn;BFS;813;7.00087;50.9898;BUS;151 152 153 155 156
81421;Chempark S-Bahn;BAS;814;6.99576;51.01129;BUS;151 152
81422;Chempark S-Bahn;BAS;814;6.99528;51.01138;BUS;151 152
81521;Osterather Str.;ORR;815;6.93926;50.95839;BUS;127
81522;Osterather Str.;ORR;815;6.93943;50.95858;BUS;127
81621;Trimbornstr.;TRI;816;6.998;50.93508;BUS;159
81622;Trimbornstr.;TRI;816;6.99728;50.9351;BUS;159
81721;Leopold-Gmelin-Str.;LGM;817;6.98636;51.0011;BUS;151 152 156
81722;Leopold-Gmelin-Str.;LGM;817;6.98606;51.00123;BUS;151 152
81811;Nesselrodestr.;NRO;818;6.96889;50.97732;STRAB;16
81812;Nesselrodestr.;NRO;818;6.9689;50.9768;STRAB;16
81921;Sprengelstr.;SPE;819;6.96887;50.96909;BUS;140
81922;Sprengelstr.;SPE;819;6.96917;50.96827;BUS;140
82021;Niehler Kirchweg;NIK;820;6.95491;50.97418;BUS;147
82022;Niehler Kirchweg;NIK;820;6.95548;50.97423;BUS;147
82121;Gauweg;GWG;821;7.02722;50.96252;BUS;159
82122;Gauweg;GWG;821;7.02745;50.96263;BUS;159
82221;Pasteurstr.;PAS;822;6.97708;50.97161;BUS;140
82222;Pasteurstr.;PAS;822;6.97678;50.97152;BUS;140
82321;Göttinger Str.;GOT;823;6.8394;50.93559;BUS;136 148 173
82322;Göttinger Str.;GOT;823;6.83918;50.93568;BUS;136 148 173
82421;St. Vinzenz-Hospital;SVH;824;6.94652;50.96546;BUS;147
82422;St. Vinzenz-Hospital;SVH;824;6.94672;50.96548;BUS;147
82521;Wilhelmstr.;WIL;825;6.95041;50.96268;BUS;147
82522;Wilhelmstr.;WIL;825;6.9526;50.96139;BUS;147
82621;Cranachstr.;CRA;826;6.9541;50.96115;BUS;147
83011;Bahnstr.;BAH;830;6.84563;50.9381;STRAB;1
83012;Bahnstr.;BAH;830;6.84474;50.93818;STRAB;1
83121;Klinikum Merheim;KMH;831;7.04921;50.93908;BUS;158
83122;Klinikum Merheim;KMH;831;7.04928;50.93906;BUS;158
83221;Auf dem Streitacker;ADS;832;7.05623;50.90662;BUS;152
83222;Auf dem Streitacker;ADS;832;7.05662;50.90681;BUS;152
83321;Lessingstr.;LES;833;6.91513;50.95582;BUS;141 143
83322;Lessingstr.;LES;833;6.91503;50.95573;BUS;141 143
83421;Marienstr.;MRS;834;6.90809;50.95859;BUS;141 143
83422;Marienstr.;MRS;834;6.90857;50.95828;BUS;141 143
83521;Bf Ehrenfeld;BFE;835;6.91875;50.9524;BUS;141 142 143
83522;Bf Ehrenfeld;BFE;835;6.91884;50.95208;BUS;141 142 143
83523;Bf Ehrenfeld;BFE;835;6.91884;50.95208;BUS;142
83621;Takustr.;TKU;836;6.91154;50.95725;BUS;141 143
83622;Takustr.;TKU;836;6.91199;50.95696;BUS;141 143
83721;Zonser Str.;ZOS;837;6.94927;50.95881;BUS;127 142
83722;Zonser Str.;ZOS;837;6.9501;50.95975;BUS;127 142
83822;Grüner Hof;FKN;838;6.94946;50.97513;BUS;121 140
83823;Grüner Hof;FKN;838;6.94942;50.9752;BUS;121 140
83921;Stommeler Str.;SOM;839;6.91243;50.999;BUS;121 127 139
83922;Stommeler Str.;SOM;839;6.91213;50.99895;BUS;121 127 139
84021;Immendorf Schule;IMS;840;6.96221;50.85637;BUS;135
84022;Immendorf Schule;IMS;840;6.96268;50.85604;BUS;135
84121;Grüngürtel Longerich;ANP;841;6.93301;51.00321;BUS;122
84122;Grüngürtel Longerich;ANP;841;6.93318;51.00286;BUS;122
84221;Gisbertstr.;GIS;842;6.99205;50.98733;BUS;155
84321;LVR-Klinik;LVR;843;7.05228;50.93621;BUS;158
84322;LVR-Klinik;LVR;843;7.05228;50.93621;BUS;158
84522;Köln/Bonn Flughafen Terminal 2;FKB;845;7.11746;50.88103;BUS;161
84621;Wiso-Fakultät;WFA;846;6.92879;50.93108;BUS;136 146
84622;Wiso-Fakultät;WFA;846;6.9295;50.93114;BUS;136 146
84721;Lindenweg;LIW;847;6.96224;50.8812;BUS;132
84722;Lindenweg;LIW;847;6.96227;50.88106;BUS;132
84821;Köln/Bonn Flughafen Terminal 1;KBNC;848;7.11996;50.87915;BUS;161
84822;Köln/Bonn Flughafen Terminal 1;KBNC;848;7.11996;50.87915;BUS;161
84921;Franziska-Anneke-Str.;FAS;849;6.91435;50.97185;BUS;127
84922;Franziska-Anneke-Str.;FAS;849;6.91376;50.97248;BUS;127
85022;Prälat-van-Acken-Str.;PVA;850;6.8968;50.92515;BUS;136
85221;Am Serviesberg;AVB;852;6.87952;50.9421;BUS;141 143
85222;Am Serviesberg;AVB;852;6.87933;50.94205;BUS;141 143
85322;Morsestr.;MOR;853;6.92264;51.0378;BUS;121
85422;Marconistr.;MAC;854;6.92852;51.03402;BUS;121
85522;Feldkasseler Weg;FKW;855;6.92379;51.03432;BUS;121
85523;Feldkasseler Weg;FKW;855;6.92358;51.03535;BUS;124
85524;Feldkasseler Weg;FKW;855;6.92335;51.03525;BUS;121 124
85621;Florenzer Str.;FLZ;856;6.89347;51.02286;BUS;121
85622;Florenzer Str.;FLZ;856;6.89367;51.02289;BUS;121
85721;Esch Friedhof;ESF;857;6.85913;51.01648;BUS;126
85722;Esch Friedhof;ESF;857;6.85929;51.01687;BUS;126
85821;Marconistr. Ost;MCO;858;6.92928;51.03568;BUS;121
85921;Güterverkehrszentrum;GVZ;859;6.9208;50.88683;BUS;138
86021;Longericher Str./Etzelstr.;LET;860;6.92777;50.97774;BUS;140
86022;Longericher Str./Etzelstr.;LET;860;6.928;50.97781;BUS;140
86121;Hugo-Junkers-Str.;HJS;861;6.91041;50.98741;BUS;121
86122;Hugo-Junkers-Str.;HJS;861;6.9099;50.98778;BUS;121
86221;Glashüttenstr.;GLA;862;7.0602;50.88961;BUS;154
86222;Glashüttenstr.;GLA;862;7.0609;50.88846;BUS;154 165
86231;Glashüttenstr.;GLA;862;7.05918;50.88923;BUS;
86321;Klingerstr.;KLI;863;7.06247;50.88363;BUS;151 152 160 161 162 165 166
86322;Klingerstr.;KLI;863;7.06264;50.88377;BUS;151 152 160 161 162 166
86421;Krieger-Str.;FVW;864;7.11076;50.87994;BUS;161
86422;Krieger-Str.;FVW;864;7.11054;50.88003;BUS;161
86511;Dasselstr./Bf Süd;DBS;865;6.93609;50.92842;STRAB;9
86512;Dasselstr./Bf Süd;DBS;865;6.93547;50.92812;STRAB;9
86533;Dasselstr./Bf Süd;DBS;865;6.93531;50.92796;BUS;
86621;Bachemer Str.;BAE;866;6.92709;50.93025;BUS;142
86622;Bachemer Str.;BAE;866;6.92648;50.93068;BUS;142
86711;Hans-Böckler-Platz/Bf West;HBP;867;6.93366;50.9432;STRAB;3 4 5
86712;Hans-Böckler-Platz/Bf West;HBP;867;6.93289;50.94358;STRAB;3 4 5
86721;Hans-Böckler-Platz/Bf West;HBP;867;6.9328;50.94359;BUS;172 173
86722;Hans-Böckler-Platz/Bf West;HBP;867;6.93239;50.94281;BUS;172 173
86821;Hopfenstr.;HPS;868;7.0547;50.94208;BUS;157
86822;Hopfenstr.;HPS;868;7.05494;50.94211;BUS;157
87021;Bürgerpark Mülheim;BPM;870;7.01063;50.97189;BUS;151 152
87022;Bürgerpark Mülheim;BPM;870;7.01043;50.97179;BUS;151 152
87121;IKEA Godorf;KGW;871;6.97426;50.86119;BUS;135
87123;IKEA Godorf;KGW;871;6.97443;50.86132;BUS;135
87221;Bistritzer Str.;BSZ;872;6.84276;50.9314;BUS;136 148 173
87222;Bistritzer Str.;BSZ;872;6.84321;50.93122;BUS;136 148 173
87321;Wattstr.;WAT;873;7.00083;50.93159;BUS;159
87322;Wattstr.;WAT;873;7.00086;50.93192;BUS;159
87421;Am Vorgebirgstor;AVT;874;6.94647;50.9152;BUS;142
87422;Am Vorgebirgstor;AVT;874;6.9462;50.91512;BUS;142
87521;Justizzentrum;JTZ;875;6.93798;50.92241;BUS;142
87522;Justizzentrum;JTZ;875;6.93825;50.92215;BUS;142
87721;Am Leinacker;ALA;877;7.06246;50.96467;BUS;154
87722;Am Leinacker;ALA;877;7.06221;50.96452;BUS;154
87821;Heinz-Kühn-Str.;HKS;878;7.05987;50.96626;BUS;154
87822;Heinz-Kühn-Str.;HKS;878;7.06045;50.96628;BUS;154
87921;Roteichenweg;REW;879;7.06808;50.96801;BUS;154
87922;Roteichenweg;REW;879;7.06819;50.96806;BUS;154
88021;Freiligrathstr.;FGS;880;6.90473;50.91975;BUS;146
88121;Weserpromenade;WEP;881;6.88849;51.03268;BUS;126
88122;Weserpromenade;WEP;881;6.88904;51.03294;BUS;126
88221;Neißestr.;NEI;882;6.89387;51.02992;BUS;126
88222;Neißestr.;NEI;882;6.89393;51.03008;BUS;126
88321;Havelstr.;HAV;883;6.88848;51.02705;BUS;126
88322;Havelstr.;HAV;883;6.8884;51.02697;BUS;126
88421;Habichtstr.;HBS;884;6.95817;50.87604;BUS;131 132
88422;Habichtstr.;HBS;884;6.95778;50.87593;BUS;131 132
88521;Neven DuMont Haus;NDH;885;6.96908;50.97393;BUS;140
88522;Neven DuMont Haus;NDH;885;6.97004;50.97439;BUS;140
88621;Schulzentrum Wahn;HBA;886;7.08929;50.86295;BUS;160
88622;Schulzentrum Wahn;HBA;886;7.08949;50.8629;BUS;160 167
88721;Scheuermühlenstr.;SCM;887;7.10833;50.8573;BUS;160 167
88722;Scheuermühlenstr.;SCM;887;7.108;50.85882;BUS;160
88821;Kaserne Haupttor;KHT;888;7.11288;50.85581;BUS;162
88822;Kaserne Haupttor;KHT;888;7.11038;50.85604;BUS;162
88921;Blumenbergsweg;BBW;889;6.90021;51.04164;BUS;120
88922;Blumenbergsweg;BBW;889;6.90082;51.04091;BUS;120 123
89021;Deutzer Friedhof;DFH;890;6.99204;50.92551;BUS;196
89022;Deutzer Friedhof;DFH;890;6.99213;50.92546;BUS;196
89121;Schanzenstr./Schauspielhaus;SZA;891;7.00973;50.9665;BUS;150
89122;Schanzenstr./Schauspielhaus;SZA;891;7.00988;50.96655;BUS;150
89411;Kartäuserhof;KAT;894;6.95856;50.92518;STRAB;17
89412;Kartäuserhof;KAT;894;6.95841;50.92464;STRAB;17
89415;Kartäuserhof;KAT;894;6.95867;50.92468;STRAB;17
89416;Kartäuserhof;KAT;894;6.9583;50.92514;STRAB;17
89521;Schumacherring;SUR;895;6.87021;50.98412;BUS;127
89522;Schumacherring;SUR;895;6.86969;50.98421;BUS;127
89621;Zusestr.;ZUS;896;6.84008;50.95022;BUS;149
89622;Zusestr.;ZUS;896;6.83996;50.95032;BUS;136 149
89711;Heinrich-Lübke-Ufer;HLU;897;6.98483;50.89996;STRAB;16 17
89712;Heinrich-Lübke-Ufer;HLU;897;6.98497;50.8996;STRAB;16 17
89721;Heinrich-Lübke-Ufer;HLU;897;6.9846;50.90072;BUS;130 134
89723;Heinrich-Lübke-Ufer;HLU;897;6.98486;50.90022;BUS;130 134
89821;Am Hochkreuz;AHK;898;7.06041;50.90284;BUS;151
89822;Am Hochkreuz;AHK;898;7.06019;50.90276;BUS;151
89922;Am Coloneum;ACM;899;6.892;50.98919;BUS;139
89924;Am Coloneum;ACM;899;6.89182;50.98864;BUS;139
90021;CöllnParc;CPC;900;6.9217;50.97695;BUS;121
90022;CöllnParc;CPC;900;6.92133;50.97711;BUS;121
90121;Voltastr.;VAS;901;7.07119;50.88322;BUS;160 162 165
90122;Voltastr.;VAS;901;7.07108;50.88321;BUS;160 162
90311;Sparkasse Am Butzweilerhof;KPS;903;6.88866;50.98459;STRAB;5
90312;Sparkasse Am Butzweilerhof;KPS;903;6.8881;50.98485;STRAB;5
90323;Sparkasse Am Butzweilerhof;KPS;903;6.88721;50.98507;BUS;139
90324;Sparkasse Am Butzweilerhof;KPS;903;6.88732;50.9849;BUS;139
90822;Schanzenstr. Nord;OPE;908;7.01672;50.96939;BUS;150
90823;Schanzenstr. Nord;OPE;908;7.01628;50.96924;BUS;150
90921;Celsiusstr.;CEL;909;7.06855;50.88202;BUS;151 152 160 161 162 165 166
90922;Celsiusstr.;CEL;909;7.06878;50.88212;BUS;151 152 160 161 162 166
91021;Belvederestr.;BLV;910;6.86779;50.95058;BUS;144
91022;Belvederestr.;BLV;910;6.86808;50.95046;BUS;144
91121;Carlswerkstr.;CWS;911;7.01849;50.96537;BUS;150
91122;Carlswerkstr.;CWS;911;7.01807;50.96504;BUS;150
91131;Carlswerkstr.;CWS;911;7.01689;50.96377;BUS;
91321;Volksgarten;VOK;913;6.95116;50.9183;BUS;142
91322;Volksgarten;VOK;913;6.95099;50.91832;BUS;142
91421;Zugweg;ZGW;914;6.95649;50.91685;BUS;142
91422;Zugweg;ZGW;914;6.95605;50.91695;BUS;142
91521;Güterverkehrszentrum Süd;GVS;915;6.91866;50.88122;BUS;138
91522;Güterverkehrszentrum Süd;GVS;915;6.91866;50.88122;BUS;138
91621;Paul-Nießen-Str.;PNS;916;6.93768;50.91201;BUS;131
91622;Paul-Nießen-Str.;PNS;916;6.9374;50.91204;BUS;131
91721;Daimlerstr.;LDS;917;6.84738;50.94995;BUS;136
91722;Daimlerstr.;LDS;917;6.84738;50.94995;BUS;136
91822;Im Rheintal;IRT;918;6.92864;50.856;BUS;132
91921;Lüderichstr.;LDR;919;7.00439;50.92757;BUS;153
91922;Lüderichstr.;LDR;919;7.00264;50.92811;BUS;153
92021;Gummersbacher Str.;GUM;920;6.98883;50.93852;BUS;150
92022;Gummersbacher Str.;GUM;920;6.98899;50.93841;BUS;150
92121;Corintostr.;ODY;921;6.99349;50.94123;BUS;150 193
92122;Corintostr.;ODY;921;6.99349;50.94123;BUS;150 193
92221;Kalk-Karree;KKA;922;7.00289;50.93508;BUS;193
92222;Kalk-Karree;KKA;922;7.00319;50.93496;BUS;193
92321;Christian-Sünner-Str.;CSS;923;7.00922;50.93459;BUS;193
92421;Heinrich-Bützler-Str.;HEB;924;7.01054;50.93548;BUS;193
92422;Heinrich-Bützler-Str.;HEB;924;7.01054;50.93548;BUS;193
92521;Lentpark;LEP;925;6.96354;50.95787;BUS;184
92522;Lentpark;LEP;925;6.96354;50.95787;BUS;184
92621;Curt-Stenvert-Bogen;DPH;926;6.82883;50.95412;BUS;145 148 172
92622;Curt-Stenvert-Bogen;DPH;926;6.82893;50.95359;BUS;145 148 172
92723;Gut Leidenhausen;GLH;927;7.09728;50.89657;BUS;188
92724;Gut Leidenhausen;GLH;927;7.09728;50.89657;BUS;188
92821;Kallbergstr.;KLS;928;6.88325;51.04022;BUS;120
92822;Kallbergstr.;KLS;928;6.88306;51.04028;BUS;120
92921;Oskar-Schindler-Str.;OSS;929;6.92004;51.03248;BUS;121 124
92922;Oskar-Schindler-Str.;OSS;929;6.9199;51.03255;BUS;121 124
93022;Am Eifeltor;AET;930;6.917;50.87938;BUS;138
93221;Ackerstr.;ACK;932;7.01725;50.96101;BUS;150
93222;Ackerstr.;ACK;932;7.01745;50.96156;BUS;150
93321;Klaprothstr.;KRS;933;7.00615;50.94853;BUS;159 171
93322;Klaprothstr.;KRS;933;7.00609;50.9484;BUS;159 171
93421;Elisabeth-Breuer-Str.;ELB;934;7.00788;50.9599;BUS;151 152 153 159 171
93422;Elisabeth-Breuer-Str.;ELB;934;7.00818;50.95959;BUS;151 152 153 159 171
93521;Schützenhofstr.;STZ;935;7.00826;50.97019;BUS;151 152
93522;Schützenhofstr.;STZ;935;7.00787;50.97004;BUS;151 152
93721;Lina-Bommer-Weg;LBO;937;7.04833;50.91821;BUS;191
93722;Lina-Bommer-Weg;LBO;937;7.04901;50.91816;BUS;191
93821;Hans-Offermann-Str.;HOF;938;7.03184;50.92563;BUS;191
93822;Hans-Offermann-Str.;HOF;938;7.03223;50.92535;BUS;191
93921;Bertha-Benz-Karree;BBK;939;7.03606;50.92566;BUS;191
93922;Bertha-Benz-Karree;BBK;939;7.03606;50.92566;BUS;191
94011;Görlinger-Zentrum;MEN;940;6.87009;50.98058;STRAB;3
94012;Görlinger-Zentrum;MEN;940;6.8709;50.9806;STRAB;3
94121;Bugenhagenstr.;BUG;941;7.02412;50.98645;BUS;189
94122;Bugenhagenstr.;BUG;941;7.02412;50.98645;BUS;189
94221;Am Flachsrosterweg;AFW;942;7.02228;50.98355;BUS;189
94222;Am Flachsrosterweg;AFW;942;7.02249;50.9836;BUS;189
94321;Heimfriedweg;HFW;943;7.03159;50.98391;BUS;189
94322;Heimfriedweg;HFW;943;7.03132;50.98414;BUS;189
94421;Wupperplatz;WUP;944;7.03363;50.99021;BUS;189
94422;Wupperplatz;WUP;944;7.03363;50.99021;BUS;189
95921;Auenweg;AUE;959;6.99273;50.95586;BUS;150
95922;Auenweg;AUE;959;6.99284;50.95579;BUS;150
96021;Dillenburger Str.;DIL;960;7.01107;50.934;BUS;193
96022;Dillenburger Str.;DIL;960;7.01107;50.934;BUS;193
96121;Windmühlenstr.;WMS;961;6.99687;50.95777;BUS;150
96122;Windmühlenstr.;WMS;961;6.9972;50.9578;BUS;150
96221;Danzierstr.;DAN;962;7.00042;50.95923;BUS;150
96222;Danzierstr.;DAN;962;7.00082;50.95931;BUS;150 155
96223;Danzierstr.;DAN;962;7.00082;50.95931;BUS;155
96521;Wasseramselweg;WAW;965;6.87652;50.94905;BUS;139 144
96522;Wasseramselweg;WAW;965;6.87728;50.94931;BUS;139 144
96621;Weiden Lübecker Str.;LUE;966;6.83328;50.9336;BUS;173
96622;Weiden Lübecker Str.;LUE;966;6.83328;50.9336;BUS;173
96721;Benfleetstr.;BEN;967;6.84287;50.93452;BUS;173
96722;Benfleetstr.;BEN;967;6.84296;50.93394;BUS;173
96821;Unter Sachsenhausen;USH;968;6.95291;50.94194;BUS;171
96822;Unter Sachsenhausen;USH;968;6.95267;50.94191;BUS;171
96921;Offenbachplatz;OBP;969;6.95311;50.93781;BUS;171
96922;Offenbachplatz;OBP;969;6.9528;50.93781;BUS;171
97021;Blaubach;BBH;970;6.95401;50.93224;BUS;171
97022;Blaubach;BBH;970;6.95464;50.93077;BUS;171
97121;Auf dem Berlich;ADB;971;6.94925;50.94102;BUS;172 173
97122;Auf dem Berlich;ADB;971;6.94839;50.94127;BUS;172 173
97221;Lokomotivstr.;LOK;972;6.94451;50.96696;BUS;147
97222;Lokomotivstr.;LOK;972;6.94402;50.96763;BUS;147
97611;IKEA Am Butzweilerhof;IAK;976;6.89459;50.98178;STRAB;5
97612;IKEA Am Butzweilerhof;IAK;976;6.8941;50.98217;STRAB;5
97821;Unter Gottes Gnaden;UGG;978;6.83585;50.97069;BUS;148 149
97921;Zum Dammfelde;WZD;979;6.83252;50.96903;BUS;148 149
97922;Zum Dammfelde;WZD;979;6.83252;50.96903;BUS;148 149
98021;Bürgeramt Rodenkirchen;BTR;980;6.99872;50.87251;BUS;197
98022;Bürgeramt Rodenkirchen;BTR;980;6.99872;50.87251;BUS;197
98221;Alte Str.;ALT;982;6.85475;51.05589;BUS;120
98222;Alte Str.;ALT;982;6.8546;51.05559;BUS;120 123
98321;Vogelsbergstr.;VBS;983;6.88863;51.03622;BUS;181
98322;Vogelsbergstr.;VBS;983;6.88863;51.03622;BUS;181
